completed_date,cycle_time,blocked_days,key,url,issue_type,summary,status,resolution,Backlog,Committed,Elaboration,Build,QA,Done
2019-10-30,2.0,0,FAB-23852,https://immediateco.atlassian.net/browse/FAB-23852,Story,Add Recipe icons to cards for Editorial List,Closed,Done,2019-10-28,2019-10-28,,,,2019-10-30
2019-10-28,18.0,0,FAB-23834,https://immediateco.atlassian.net/browse/FAB-23834,Epic,Reactions - Feed,Ready For Release,Done,,2019-10-10,2019-10-10,2019-10-10,,2019-10-28
2019-12-03,56.0,0,FAB-23827,https://immediateco.atlassian.net/browse/FAB-23827,Epic,Reactions - STAGING Infrastructure and Pipeline,Ready For Release,Done,,2019-10-08,2019-10-08,2019-10-08,,2019-12-03
2019-11-20,1.0,0,FAB-23809,https://immediateco.atlassian.net/browse/FAB-23809,Sub-Task,validate the version and and commit hash in fargate,Ready For Release,Done,,,,2019-11-19,2019-11-19,2019-11-20
2019-11-19,43.0,0,FAB-23755,https://immediateco.atlassian.net/browse/FAB-23755,Sub-Task,extract commit details and map into template,Complete,Done,,,,,2019-10-07,2019-11-19
2019-11-20,44.0,0,FAB-23752,https://immediateco.atlassian.net/browse/FAB-23752,Sub-Task,Create dynamic TD template,Ready For Release,Done,,,,,2019-10-07,2019-11-20
2019-11-14,31.0,0,FAB-23744,https://immediateco.atlassian.net/browse/FAB-23744,Story,Implement developers rules for dev & prod DB:Fixtures and Postman tests,Ready For Release,Done,2019-10-14,2019-10-14,2019-10-14,2019-11-08,2019-11-08,2019-11-14
2019-11-01,28.0,0,FAB-23716,https://immediateco.atlassian.net/browse/FAB-23716,Design Story,Reactions/ReadFeed/Pag - Styleguide and component library (Desktop/Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-31,2019-10-31,2019-11-01
2019-11-01,28.0,0,FAB-23715,https://immediateco.atlassian.net/browse/FAB-23715,Design Story,Reactions/ReadFeed/Pag - Design (Desktop/Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-18,2019-10-25,2019-11-01
2019-10-18,14.0,0,FAB-23714,https://immediateco.atlassian.net/browse/FAB-23714,UX Story,Reactions/ReadFeed/Pag - Wireframes + Notes (Desktop),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-17,2019-10-17,2019-10-18
2019-10-18,14.0,0,FAB-23713,https://immediateco.atlassian.net/browse/FAB-23713,UX Story,Reactions/ReadFeed/Pag - Wireframes + Notes (Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-15,2019-10-17,2019-10-18
2019-10-18,14.0,0,FAB-23710,https://immediateco.atlassian.net/browse/FAB-23710,Design Story,Reactions/Rating - Styleguide and component library (Desktop/Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-15,2019-10-18,2019-10-18
2019-10-18,14.0,0,FAB-23709,https://immediateco.atlassian.net/browse/FAB-23709,Design Story,Reactions/Rating - Design (Desktop/Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-07,2019-10-18,2019-10-18
2019-10-18,14.0,0,FAB-23708,https://immediateco.atlassian.net/browse/FAB-23708,UX Story,Reactions/Rating - Wireframes + Notes (Desktop),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-15,2019-10-18
2019-10-18,14.0,0,FAB-23707,https://immediateco.atlassian.net/browse/FAB-23707,UX Story,Reactions/Rating - Wireframes + Notes (Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-10,2019-10-18
2019-10-18,14.0,0,FAB-23706,https://immediateco.atlassian.net/browse/FAB-23706,UX Story,Reactions/Rating - User Flow for Masthead Rating and Feed Rating,Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-09,2019-10-18
2019-11-12,7.0,0,FAB-23692,https://immediateco.atlassian.net/browse/FAB-23692,Discovery Story,Do recipes need identifying as being in an unpublished state?,Complete,Done,2019-10-22,,2019-11-05,2019-11-05,2019-11-06,2019-11-12
2019-10-14,11.0,0,FAB-23686,https://immediateco.atlassian.net/browse/FAB-23686,Discovery Story,Illustrate the user flow for users accessing account settings,Complete,Done,,,2019-10-03,2019-10-07,2019-10-14,2019-10-14
2019-10-14,11.0,0,FAB-23685,https://immediateco.atlassian.net/browse/FAB-23685,Discovery Story,Illustrate the user flow for users signing in to My Good Food / Hub,Complete,Done,,,2019-10-03,2019-10-07,2019-10-10,2019-10-14
2019-11-13,29.0,0,FAB-23649,https://immediateco.atlassian.net/browse/FAB-23649,Story,Add description and icons to List cards,Complete,Done,2019-10-15,2019-10-15,2019-10-15,2019-10-23,2019-11-08,2019-11-13
2019-10-16,14.0,0,FAB-23642,https://immediateco.atlassian.net/browse/FAB-23642,Discovery Story,"Admin : Manage the promoted collections, categories and most popular recipes in the Native app",Complete,Done,,,2019-10-02,2019-10-03,2019-10-14,2019-10-16
2019-10-14,7.0,0,FAB-23634,https://immediateco.atlassian.net/browse/FAB-23634,Spike,Install and evaluate Ninja Tables Pro,Complete,Done,2019-10-02,2019-10-07,2019-10-07,2019-10-09,2019-10-14,2019-10-14
2019-11-15,16.0,0,FAB-23627,https://immediateco.atlassian.net/browse/FAB-23627,Spike,Establish whether refactoring is needed for Collections API,Complete,Done,2019-10-30,2019-10-30,2019-11-12,2019-11-13,2019-11-15,2019-11-15
2019-10-29,28.0,0,FAB-23618,https://immediateco.atlassian.net/browse/FAB-23618,Story,Full scope handling in Content API using voters,Complete,Done,2019-10-01,2019-10-01,2019-10-01,2019-10-15,2019-10-16,2019-10-29
2019-10-31,30.0,0,FAB-23606,https://immediateco.atlassian.net/browse/FAB-23606,Bug,Recipe Tip spacing,Complete,Done,2019-10-01,2019-10-01,2019-10-01,2019-10-22,2019-10-29,2019-10-31
2019-10-31,31.0,0,FAB-23605,https://immediateco.atlassian.net/browse/FAB-23605,Bug (subtask),(Mobile) Page does not prevent scrolling past top-level nav items,Closed,Done,,,,,2019-09-30,2019-10-31
2019-12-02,48.0,0,FAB-23541,https://immediateco.atlassian.net/browse/FAB-23541,Discovery Research,List category search,Complete,Done,2019-09-27,2019-10-15,2019-11-07,2019-11-20,2019-12-02,2019-12-02
2019-11-19,20.0,0,FAB-23510,https://immediateco.atlassian.net/browse/FAB-23510,Epic,My Hub : Architecture,Ready For Release,Done,2019-10-22,2019-10-30,2019-11-12,2019-11-19,,2019-11-19
2019-10-03,7.0,0,FAB-23507,https://immediateco.atlassian.net/browse/FAB-23507,Spike,Investigate how to implement dynamic related content,Closed,Done,2019-09-26,2019-09-26,2019-09-26,2019-09-26,,2019-10-03
2019-12-03,69.0,0,FAB-23458,https://immediateco.atlassian.net/browse/FAB-23458,Story,GF/Mig - Test Migration of Editorial Recipe into RELEASE,Ready For Release,Done,2019-09-25,2019-09-25,2019-09-26,2019-11-19,2019-11-29,2019-12-03
2019-10-24,24.0,0,FAB-23415,https://immediateco.atlassian.net/browse/FAB-23415,Story,Footer widget area for Glossary post,Complete,Done,2019-09-24,2019-09-30,2019-09-30,2019-10-21,2019-10-21,2019-10-24
2019-10-24,24.0,0,FAB-23414,https://immediateco.atlassian.net/browse/FAB-23414,Story,Sidebar widget area for Glossary post,Complete,Done,2019-09-24,2019-09-30,2019-09-30,2019-10-21,2019-10-21,2019-10-24
2019-10-08,8.0,0,FAB-23408,https://immediateco.atlassian.net/browse/FAB-23408,Story,Hide sign-in/register links in eyebrow menu,Complete,Done,2019-09-30,2019-09-30,2019-10-01,2019-10-07,2019-10-07,2019-10-08
2019-10-25,25.0,0,FAB-23406,https://immediateco.atlassian.net/browse/FAB-23406,Story,Create header search field on mobile 😃,Complete,Done,2019-09-30,2019-09-30,2019-10-01,2019-10-07,2019-10-16,2019-10-25
2019-10-03,3.0,0,FAB-23405,https://immediateco.atlassian.net/browse/FAB-23405,Story,Propose non-JS version of mobile navigation,Closed,Done,2019-09-30,2019-09-30,,,,2019-10-03
2019-10-29,29.0,0,FAB-23400,https://immediateco.atlassian.net/browse/FAB-23400,Story,Glossary posts in AMP,Complete,Done,2019-09-24,2019-09-30,2019-09-30,2019-10-23,2019-10-28,2019-10-29
2019-09-27,4.0,0,FAB-23373,https://immediateco.atlassian.net/browse/FAB-23373,Design Story,Update List headers with author and date,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-24,2019-09-24,2019-09-27
2019-11-07,24.0,0,FAB-23364,https://immediateco.atlassian.net/browse/FAB-23364,Story,Deploy phase (manual approval production)for CodePipeline,Ready For Release,Done,2019-10-14,2019-10-14,2019-10-14,2019-11-04,2019-11-05,2019-11-07
2019-11-14,31.0,0,FAB-23363,https://immediateco.atlassian.net/browse/FAB-23363,Story,Test phase of CodePipeline,Ready For Release,Done,2019-10-14,2019-10-14,2019-10-14,2019-11-04,2019-11-13,2019-11-14
2019-10-25,32.0,0,FAB-23360,https://immediateco.atlassian.net/browse/FAB-23360,Story,Create 'Social Network' settings Resource,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-10-23,2019-10-23,2019-10-25
2019-09-27,4.0,0,FAB-23359,https://immediateco.atlassian.net/browse/FAB-23359,Bug,Easy difficulty for a recipe displays as 'Chicken' on production,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-23,2019-09-27,2019-09-27
2019-10-03,10.0,0,FAB-23353,https://immediateco.atlassian.net/browse/FAB-23353,Discovery Story,UX : Iterate 'Add to Collection' component,Complete,Done,,,2019-09-23,2019-09-23,2019-09-30,2019-10-03
2019-11-13,19.0,0,FAB-23351,https://immediateco.atlassian.net/browse/FAB-23351,Discovery Design Story,Spec : Navigation for My Good Food - desktop,Complete,Done,2019-09-23,,2019-10-25,2019-11-11,2019-11-11,2019-11-13
2019-11-13,19.0,0,FAB-23350,https://immediateco.atlassian.net/browse/FAB-23350,Discovery Design Story,Spec : Navigation for My Hub Slate - desktop,Complete,Done,2019-09-23,,2019-10-25,2019-11-05,2019-11-11,2019-11-13
2019-10-31,38.0,0,FAB-23346,https://immediateco.atlassian.net/browse/FAB-23346,Discovery Design Story,Spec : Navigation for My Good Food - header,Closed,Done,,,2019-09-23,2019-10-24,2019-10-31,2019-10-31
2019-10-31,38.0,0,FAB-23345,https://immediateco.atlassian.net/browse/FAB-23345,Discovery Design Story,Spec : Navigation for My Hub Slate - header,Closed,Done,,,2019-09-23,2019-10-24,2019-10-31,2019-10-31
2019-10-24,15.0,0,FAB-23343,https://immediateco.atlassian.net/browse/FAB-23343,Discovery Design Story,Design : Navigation for My Hub - desktop,Complete,Done,2019-09-23,,2019-10-09,2019-10-09,2019-10-24,2019-10-24
2019-10-11,18.0,0,FAB-23338,https://immediateco.atlassian.net/browse/FAB-23338,Story,Reactions/Rating - Create 'Masthead Rating' ReactJS,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-11,2019-10-11
2019-10-04,11.0,0,FAB-23278,https://immediateco.atlassian.net/browse/FAB-23278,Spike,Cross account CodePipeline,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-03,2019-10-04
2019-11-13,55.0,0,FAB-23257,https://immediateco.atlassian.net/browse/FAB-23257,Story,Reactions/ReadFeed/Pag - Create 'Paginator' button,Closed,Done,2019-09-19,2019-09-19,2019-09-19,2019-10-28,2019-11-01,2019-11-13
2019-11-06,42.0,0,FAB-23254,https://immediateco.atlassian.net/browse/FAB-23254,Story,Turning on dynamic related content plugin should disable the current related articles meta,Closed,Done,2019-09-20,2019-09-25,,,,2019-11-06
2019-11-21,57.0,0,FAB-23253,https://immediateco.atlassian.net/browse/FAB-23253,Story,Dynamic related content widget in admin should display dynamic suggestions,Ready For Release,Done,2019-09-25,2019-09-25,2019-11-06,2019-11-21,2019-11-21,2019-11-21
2019-11-13,49.0,0,FAB-23251,https://immediateco.atlassian.net/browse/FAB-23251,Story,Editors want to overwrite dynamic related content,Ready For Release,Done,2019-09-25,2019-09-25,2019-09-25,2019-11-05,2019-11-11,2019-11-13
2019-10-30,41.0,0,FAB-23248,https://immediateco.atlassian.net/browse/FAB-23248,Story,Be able to configure a search endpoint to use for the dynamic related content widget,Closed,Done,2019-09-19,2019-09-19,2019-09-25,2019-10-08,2019-10-17,2019-10-30
2019-11-11,53.0,0,FAB-23247,https://immediateco.atlassian.net/browse/FAB-23247,Story,New Dynamic related articles widget,Ready For Release,Done,2019-09-19,2019-09-19,2019-10-03,2019-10-08,2019-10-17,2019-11-11
2019-09-18,0.0,0,FAB-23242,https://immediateco.atlassian.net/browse/FAB-23242,Technical Debt,Update SXS to 404 on WordPress,Complete,Done,2019-09-18,2019-09-18,2019-09-18,2019-09-18,2019-09-18,2019-09-18
2019-09-24,6.0,0,FAB-23238,https://immediateco.atlassian.net/browse/FAB-23238,Technical Debt,Update Step by Step Recipe to use IM Asset Registration,Complete,Done,2019-09-18,2019-09-18,2019-09-23,2019-09-23,2019-09-23,2019-09-24
2019-10-24,31.0,0,FAB-23221,https://immediateco.atlassian.net/browse/FAB-23221,Discovery Design Story,Design : Navigation for My Hub - mobile,Complete,Done,,,2019-09-23,2019-09-23,2019-10-24,2019-10-24
2019-11-06,22.0,0,FAB-23182,https://immediateco.atlassian.net/browse/FAB-23182,UX Story,"Adaptive ""See more"" button length",Complete,Done,2019-09-16,2019-10-15,2019-10-15,2019-11-05,2019-11-06,2019-11-06
2019-11-22,14.0,0,FAB-23180,https://immediateco.atlassian.net/browse/FAB-23180,Story,"Increase margin on ""See more"" button",Complete,Done,2019-09-16,2019-11-08,2019-11-12,2019-11-21,2019-11-21,2019-11-22
2019-12-04,71.0,0,FAB-23174,https://immediateco.atlassian.net/browse/FAB-23174,Epic,"Lists: ""See more"" button",Complete,Done,,,2019-09-24,2019-10-16,,2019-12-04
2019-11-14,59.0,0,FAB-23168,https://immediateco.atlassian.net/browse/FAB-23168,Story,Reactions - Coordinate set-up of build pipeline,Ready For Release,Done,2019-09-16,2019-09-16,2019-09-16,2019-11-05,2019-11-12,2019-11-14
2019-09-27,11.0,0,FAB-23157,https://immediateco.atlassian.net/browse/FAB-23157,Story,List item count styling should match design,Complete,Done,2019-09-16,2019-09-16,2019-09-16,2019-09-24,2019-09-24,2019-09-27
2019-11-04,53.0,0,FAB-23121,https://immediateco.atlassian.net/browse/FAB-23121,Dev Task,Write data-driven tests for Client & Advertisement endpoints,Complete,Done,2019-09-12,2019-09-12,2019-09-30,2019-10-21,2019-10-31,2019-11-04
2019-09-16,4.0,0,FAB-23107,https://immediateco.atlassian.net/browse/FAB-23107,Bug,List cards are duplicated and a list item is missing,Complete,Done,2019-09-12,2019-09-12,2019-09-12,2019-09-12,2019-09-12,2019-09-16
2019-10-17,35.0,0,FAB-23103,https://immediateco.atlassian.net/browse/FAB-23103,Story,Header (tablet up) - Add sticky behaviour & change content when scrolling down page.,Complete,Done,2019-09-12,2019-09-12,2019-09-24,2019-10-15,2019-10-16,2019-10-17
2019-12-03,83.0,0,FAB-23085,https://immediateco.atlassian.net/browse/FAB-23085,Story,Reactions - Set-up build pipeline for STAGING,Ready For Release,Done,2019-09-11,2019-09-11,2019-09-16,2019-09-25,2019-11-15,2019-12-03
2019-10-15,35.0,0,FAB-23065,https://immediateco.atlassian.net/browse/FAB-23065,Spike,Document approach for widget areas,Complete,Done,2019-09-10,2019-09-10,2019-09-10,2019-10-01,2019-10-10,2019-10-15
2019-10-04,25.0,0,FAB-23061,https://immediateco.atlassian.net/browse/FAB-23061,Design Story,Reactions - Deliver Style Guide/Component Library (Read Only),Complete,Done,2019-09-09,2019-09-09,2019-09-09,2019-10-03,2019-10-04,2019-10-04
2019-09-20,11.0,0,FAB-23053,https://immediateco.atlassian.net/browse/FAB-23053,Design Story,Reactions/Rating - Deliver Feed and Masthead Rating UI (Read Only),Closed,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-12,2019-09-20,2019-09-20
2019-09-23,14.0,0,FAB-23032,https://immediateco.atlassian.net/browse/FAB-23032,Discovery Design Story,SPEC: Slate Mega Menu,Closed,Done,,,2019-09-09,2019-09-10,,2019-09-23
2019-10-09,34.0,0,FAB-23001,https://immediateco.atlassian.net/browse/FAB-23001,Story,Implement client-side hydration in recipes frontend,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-23,2019-09-23,2019-10-09
2019-09-16,11.0,0,FAB-23000,https://immediateco.atlassian.net/browse/FAB-23000,Spike,Determine approach for running React applications on the client,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-09,2019-09-10,2019-09-16
2019-12-04,90.0,0,FAB-22998,https://immediateco.atlassian.net/browse/FAB-22998,Dev Task,Fix UGR schema tests,Ready For Release,Done,2019-09-05,2019-09-05,2019-09-30,2019-12-03,2019-12-03,2019-12-04
2019-10-08,33.0,0,FAB-22997,https://immediateco.atlassian.net/browse/FAB-22997,Dev Task,Refactor Settings schema tests,Complete,Done,2019-09-05,2019-09-05,2019-09-30,2019-10-07,2019-10-07,2019-10-08
2019-09-19,14.0,0,FAB-22982,https://immediateco.atlassian.net/browse/FAB-22982,Story,Basic analytics support,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-13,2019-09-13,2019-09-19
2019-09-19,15.0,0,FAB-22978,https://immediateco.atlassian.net/browse/FAB-22978,Story,build and deploy the api using codebuild,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-18,2019-09-19
2019-09-19,15.0,0,FAB-22977,https://immediateco.atlassian.net/browse/FAB-22977,Story,create github branch from previous tag for production,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-18,2019-09-19
2019-09-19,14.0,0,FAB-22976,https://immediateco.atlassian.net/browse/FAB-22976,Story,Protect SEO performance,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-18,2019-09-19,2019-09-19
2019-09-10,6.0,0,FAB-22965,https://immediateco.atlassian.net/browse/FAB-22965,Dev Task,Whitelist new IPs,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-10,2019-09-10
2019-10-02,15.0,0,FAB-22962,https://immediateco.atlassian.net/browse/FAB-22962,Story,Push page data into GTM,Complete,Done,2019-09-17,2019-09-17,2019-09-17,2019-09-24,2019-09-30,2019-10-02
2019-09-10,6.0,0,FAB-22957,https://immediateco.atlassian.net/browse/FAB-22957,Story,allocate eips per environment,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-10,2019-09-10
2019-09-19,15.0,0,FAB-22956,https://immediateco.atlassian.net/browse/FAB-22956,Story,adjust security groups,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-18,2019-09-18,2019-09-19
2019-09-12,8.0,0,FAB-22955,https://immediateco.atlassian.net/browse/FAB-22955,Story,run script for creating the production environment,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-12,2019-09-12,2019-09-12
2019-09-19,15.0,0,FAB-22953,https://immediateco.atlassian.net/browse/FAB-22953,Story,update variables for production,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-17,2019-09-18,2019-09-19
2019-09-19,15.0,0,FAB-22952,https://immediateco.atlassian.net/browse/FAB-22952,Story,mongo db peering for Production environment,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-12,2019-09-17,2019-09-19
2019-09-12,8.0,0,FAB-22951,https://immediateco.atlassian.net/browse/FAB-22951,Story,mongo (ATLAS) db  cluster creation for production environment,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-10,2019-09-12,2019-09-12
2019-09-19,15.0,0,FAB-22950,https://immediateco.atlassian.net/browse/FAB-22950,Story,Create and install a self signed certificates for Production environment,Complete,Done,2019-09-04,2019-09-04,2019-09-06,2019-09-18,2019-09-18,2019-09-19
2019-09-19,14.0,0,FAB-22948,https://immediateco.atlassian.net/browse/FAB-22948,Epic,Create & deploy Production environment,Complete,Done,,2019-09-05,2019-09-09,2019-09-12,,2019-09-19
2019-09-18,15.0,0,FAB-22939,https://immediateco.atlassian.net/browse/FAB-22939,Spike,Investigate Technical Options for the Layout of the Mega Menu,Complete,Done,2019-09-03,2019-09-03,2019-09-03,2019-09-13,2019-09-18,2019-09-18
2019-09-19,14.0,0,FAB-22903,https://immediateco.atlassian.net/browse/FAB-22903,Epic,Headless SEO for Alpha,Complete,Done,,,2019-09-05,2019-09-16,,2019-09-19
2019-09-16,13.0,0,FAB-22898,https://immediateco.atlassian.net/browse/FAB-22898,Story,Validation on client slug should not be case-sensitive,Complete,Done,2019-08-30,2019-09-03,2019-09-03,2019-09-10,2019-09-11,2019-09-16
2019-11-07,69.0,0,FAB-22895,https://immediateco.atlassian.net/browse/FAB-22895,Dev Task,Identify regression scenarios for Glossary (Gherkin),Complete,Done,2019-08-30,2019-08-30,2019-08-30,2019-11-05,2019-11-07,2019-11-07
2019-09-23,24.0,0,FAB-22893,https://immediateco.atlassian.net/browse/FAB-22893,Discovery Design Story,Slate Mega Menu,Closed,Done,,,2019-08-30,2019-09-02,,2019-09-23
2019-11-20,83.0,0,FAB-22883,https://immediateco.atlassian.net/browse/FAB-22883,Epic,Deploy a verified container to remote environment (Codepipeline),Ready For Release,Done,,2019-08-29,2019-08-29,2019-09-24,,2019-11-20
2019-09-05,9.0,0,FAB-22838,https://immediateco.atlassian.net/browse/FAB-22838,Sub-Task,Update Recipes Frontend to use new endpoint for Related Content requests,Ready For Release,Done,,,2019-08-27,2019-08-27,2019-09-03,2019-09-05
2019-09-05,6.0,0,FAB-22837,https://immediateco.atlassian.net/browse/FAB-22837,Sub-Task,Update Content Api to add list endpoint for multiple resource ids,Ready For Release,Done,,,,2019-08-30,2019-08-30,2019-09-05
2019-09-05,9.0,0,FAB-22835,https://immediateco.atlassian.net/browse/FAB-22835,Sub-Task,Update Content Api and Wordpress to save related post references,Ready For Release,Done,,,,2019-08-27,2019-08-29,2019-09-05
2019-11-29,87.0,0,FAB-22811,https://immediateco.atlassian.net/browse/FAB-22811,Epic,Glossary: Fabric post,Complete,Done,,,2019-09-03,2019-09-27,,2019-11-29
2019-09-19,27.0,0,FAB-22807,https://immediateco.atlassian.net/browse/FAB-22807,Discovery Story,Phase 1 | Summarise feedback from user testing of My Hub,Complete,Done,,,2019-08-23,2019-09-09,2019-09-10,2019-09-19
2019-09-04,8.0,0,FAB-22801,https://immediateco.atlassian.net/browse/FAB-22801,Story,Provide Environment Variables for API (Postman) Testing,Complete,Done,2019-08-27,2019-08-27,2019-08-27,2019-08-29,2019-09-04,2019-09-04
2019-09-04,13.0,0,FAB-22795,https://immediateco.atlassian.net/browse/FAB-22795,Spike,Create a defined relationship between Menu and Display locations,Complete,Done,2019-08-22,2019-08-22,2019-08-22,2019-08-28,2019-09-04,2019-09-04
2019-08-29,7.0,0,FAB-22784,https://immediateco.atlassian.net/browse/FAB-22784,Story,Create 'good food editor' user in WP,Complete,Done,2019-08-22,2019-08-22,2019-08-22,2019-08-28,2019-08-28,2019-08-29
2019-09-09,18.0,0,FAB-22783,https://immediateco.atlassian.net/browse/FAB-22783,Spike,Make sure recipes are only available on VPN,Closed,Done,2019-08-22,2019-08-22,2019-08-23,2019-09-09,,2019-09-09
2019-09-05,14.0,0,FAB-22780,https://immediateco.atlassian.net/browse/FAB-22780,Story,Ensure ads are live for the alpha,Complete,Done,2019-08-22,2019-08-22,2019-08-22,2019-09-05,2019-09-05,2019-09-05
2019-09-04,13.0,5,FAB-22776,https://immediateco.atlassian.net/browse/FAB-22776,Story,Create ten recipes,Complete,Done,2019-08-22,2019-08-22,2019-08-22,2019-08-28,2019-09-02,2019-09-04
2019-09-05,14.0,2,FAB-22775,https://immediateco.atlassian.net/browse/FAB-22775,Story,Alpha header,Complete,Done,2019-08-22,2019-08-22,2019-08-22,2019-08-27,2019-08-28,2019-09-05
2019-08-29,7.0,0,FAB-22774,https://immediateco.atlassian.net/browse/FAB-22774,Story,Hide grey boxes,Complete,Done,2019-08-22,2019-08-22,2019-08-22,2019-08-27,2019-08-27,2019-08-29
2019-09-09,17.0,0,FAB-22773,https://immediateco.atlassian.net/browse/FAB-22773,Epic,Alpha Prep,Complete,Done,,,2019-08-23,2019-08-28,,2019-09-09
2019-09-06,14.0,0,FAB-22771,https://immediateco.atlassian.net/browse/FAB-22771,Epic,Alpha: Build a test verified container (Code Build),Complete,Done,,2019-08-23,2019-08-23,2019-08-23,,2019-09-06
2019-08-22,1.0,0,FAB-22761,https://immediateco.atlassian.net/browse/FAB-22761,Bug,Recipe ingredient without a quantity displays as 'undefined',Complete,Done,2019-08-21,2019-08-21,2019-08-22,2019-08-22,2019-08-22,2019-08-22
2019-09-17,28.0,0,FAB-22740,https://immediateco.atlassian.net/browse/FAB-22740,Spike,How do we build a Preview for headless content ?,Complete,Done,2019-08-20,2019-08-20,2019-08-20,2019-09-16,2019-09-16,2019-09-17
2019-10-31,73.0,0,FAB-22680,https://immediateco.atlassian.net/browse/FAB-22680,Story,Cross Account CodePipeline Orchestration,Complete,Done,2019-08-19,2019-08-19,2019-08-19,2019-10-23,2019-10-31,2019-10-31
2019-11-15,88.0,0,FAB-22661,https://immediateco.atlassian.net/browse/FAB-22661,Story,Automatically update Task definitions to support fresh deployments,Closed,Done,2019-08-19,2019-08-19,2019-08-19,,,2019-11-15
2019-11-20,93.0,0,FAB-22660,https://immediateco.atlassian.net/browse/FAB-22660,Story,Deploy content-api service image to ECS using the commit hash as the image tag,Ready For Release,Done,2019-08-19,2019-08-19,2019-08-19,2019-11-12,2019-11-19,2019-11-20
2019-08-30,11.0,0,FAB-22657,https://immediateco.atlassian.net/browse/FAB-22657,Story,Support Feature Branch Process ,Complete,Done,2019-08-19,2019-08-19,2019-08-19,2019-08-20,2019-08-29,2019-08-30
2019-09-12,23.0,0,FAB-22649,https://immediateco.atlassian.net/browse/FAB-22649,Story,Recipe : Goes Well With,Complete,Done,2019-08-20,2019-08-20,2019-08-20,2019-08-27,2019-08-30,2019-09-12
2019-09-13,25.0,0,FAB-22648,https://immediateco.atlassian.net/browse/FAB-22648,Epic,Recipe : Goes Well With,Complete,Done,,2019-08-19,2019-08-23,2019-08-28,,2019-09-13
2019-10-14,35.0,0,FAB-22640,https://immediateco.atlassian.net/browse/FAB-22640,Epic,Recipes : Media & refinement,Complete,Done,,,2019-09-09,2019-09-30,,2019-10-14
2019-08-29,8.0,0,FAB-22602,https://immediateco.atlassian.net/browse/FAB-22602,Story,B. introduce a configuration per site for … different boost levels?,Closed,Done,2019-08-13,2019-08-21,,,,2019-08-29
2019-10-16,41.0,0,FAB-22592,https://immediateco.atlassian.net/browse/FAB-22592,Story,"Sticky Advert Logic - investigate, document, do",Complete,Done,2019-09-05,2019-09-05,2019-09-10,2019-09-27,2019-10-10,2019-10-16
2019-10-17,14.0,0,FAB-22571,https://immediateco.atlassian.net/browse/FAB-22571,Story,Reactions/Rating - Create 'Feed Rating',Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-11,2019-10-16,2019-10-17
2019-11-14,93.0,0,FAB-22555,https://immediateco.atlassian.net/browse/FAB-22555,Epic,Reactions - Backend Service,Complete,Done,,2019-08-13,2019-08-13,2019-08-13,,2019-11-14
2019-09-02,21.0,0,FAB-22540,https://immediateco.atlassian.net/browse/FAB-22540,Discovery Story,Admin for Header,Complete,Done,,,2019-08-12,2019-08-13,2019-08-28,2019-09-02
2019-08-22,10.0,0,FAB-22537,https://immediateco.atlassian.net/browse/FAB-22537,Story,Ensure we can build any environment from master,Complete,Done,2019-08-12,2019-08-12,2019-08-12,2019-08-12,2019-08-16,2019-08-22
2019-09-12,31.0,0,FAB-22534,https://immediateco.atlassian.net/browse/FAB-22534,Dev Task,Header Placeholder Component,Complete,Done,2019-08-12,2019-08-12,2019-08-13,2019-09-09,2019-09-10,2019-09-12
